timestamp,intersection_id,congestion_index,vehicle_count,average_speed,weather_condition,is_peak_hour
2026-05-01 13:00:00,104,3.17,231,30.5,Sunny,0
2026-05-01 13:00:00,105,3.11,232,27.0,Sunny,0
2026-05-01 14:00:00,101,6.89,380,16.6,Sunny,0
2026-05-01 14:00:00,102,5.95,424,24.3,Sunny,0
2026-05-01 14:00:00,103,5.16,286,18.7,Sunny,0
2026-05-01 14:00:00,104,4.01,197,23.2,Sunny,0
2026-05-01 14:00:00,105,3.55,220,24.1,Sunny,0
2026-05-01 15:00:00,101,6.73,384,22.1,Sunny,0
2026-05-01 15:00:00,102,7.13,402,21.0,Sunny,0
2026-05-01 15:00:00,103,5.89,270,18.5,Sunny,0
2026-05-01 15:00:00,104,4.06,273,24.2,Sunny,0
2026-05-01 15:00:00,105,4.47,227,22.4,Sunny,0
2026-05-01 16:00:00,101,6.32,415,18.7,Sunny,0
2026-05-01 16:00:00,102,6.75,439,19.6,Sunny,0
2026-05-01 16:00:00,103,5.57,269,20.8,Sunny,0
2026-05-01 16:00:00,104,3.22,226,28.7,Sunny,0
2026-05-01 16:00:00,105,3.81,255,23.5,Sunny,0
2026-05-01 17:00:00,101,10.0,626,9.2,Sunny,1
2026-05-01 17:00:00,102,10.0,654,5.7,Sunny,1
2026-05-01 17:00:00,103,7.8,462,8.9,Sunny,1
2026-05-01 17:00:00,104,6.15,377,8.5,Sunny,1
2026-05-01 17:00:00,105,5.48,413,8.3,Sunny,1
2026-05-01 18:00:00,101,10.0,640,9.0,Sunny,1
2026-05-01 18:00:00,102,10.0,630,9.5,Sunny,1
2026-05-01 18:00:00,103,7.98,509,10.8,Sunny,1
2026-05-01 18:00:00,104,6.36,347,9.9,Sunny,1
2026-05-01 18:00:00,105,5.64,351,8.4,Sunny,1
2026-05-01 19:00:00,101,10.0,641,8.8,Sunny,1
2026-05-01 19:00:00,102,10.0,644,14.5,Sunny,1
2026-05-01 19:00:00,103,8.04,463,10.7,Sunny,1
2026-05-01 19:00:00,104,5.11,361,10.5,Sunny,1
2026-05-01 19:00:00,105,5.72,372,11.1,Sunny,1
2026-05-01 20:00:00,101,6.0,383,14.2,Sunny,0
2026-05-01 20:00:00,102,6.84,407,18.2,Sunny,0
2026-05-01 20:00:00,103,5.26,267,20.2,Sunny,0
2026-05-01 20:00:00,104,3.95,207,25.0,Sunny,0
2026-05-01 20:00:00,105,3.55,214,25.0,Sunny,0
2026-05-01 21:00:00,101,6.44,407,19.2,Sunny,0
2026-05-01 21:00:00,102,6.73,381,16.5,Sunny,0
2026-05-01 21:00:00,103,5.4,312,28.1,Sunny,0
2026-05-01 21:00:00,104,3.36,219,26.1,Sunny,0
2026-05-01 21:00:00,105,4.18,212,21.7,Sunny,0
2026-05-01 22:00:00,101,3.68,152,36.4,Sunny,0
2026-05-01 22:00:00,102,3.5,159,34.3,Sunny,0
2026-05-01 22:00:00,103,2.24,119,41.2,Sunny,0
2026-05-01 22:00:00,104,1.48,92,39.4,Sunny,0
2026-05-01 22:00:00,105,1.4,89,37.6,Sunny,0
2026-05-01 23:00:00,101,1.94,5,50.2,Sunny,0
2026-05-01 23:00:00,102,1.59,10,46.4,Sunny,0
2026-05-01 23:00:00,103,0.66,5,52.0,Sunny,0
2026-05-01 23:00:00,104,0.74,23,60.0,Sunny,0
2026-05-01 23:00:00,105,0.18,5,60.1,Sunny,0
2026-05-02 00:00:00,101,0.69,43,75.4,Sunny,0
2026-05-02 00:00:00,102,1.21,27,69.8,Sunny,0
2026-05-02 00:00:00,103,0.29,19,72.4,Sunny,0
2026-05-02 00:00:00,104,0.43,13,78.4,Sunny,0
2026-05-02 00:00:00,105,0.32,13,75.7,Sunny,0
2026-05-02 01:00:00,101,0.55,5,76.4,Sunny,0
2026-05-02 01:00:00,102,0.34,5,76.7,Sunny,0
2026-05-02 01:00:00,103,1.01,5,68.3,Sunny,0
2026-05-02 01:00:00,104,0.52,5,71.4,Sunny,0
2026-05-02 01:00:00,105,0.76,26,74.6,Sunny,0
2026-05-02 02:00:00,101,0.23,8,76.7,Sunny,0
2026-05-02 02:00:00,102,0.36,36,77.8,Sunny,0
2026-05-02 02:00:00,103,0.31,16,78.8,Sunny,0
2026-05-02 02:00:00,104,1.13,30,69.9,Sunny,0
2026-05-02 02:00:00,105,0.07,20,78.9,Sunny,0
2026-05-02 03:00:00,101,0.64,5,69.1,Sunny,0
2026-05-02 03:00:00,102,0.03,5,79.3,Sunny,0
2026-05-02 03:00:00,103,0.61,5,71.8,Sunny,0
2026-05-02 03:00:00,104,0.49,7,70.2,Sunny,0
2026-05-02 03:00:00,105,0.77,19,71.9,Sunny,0
2026-05-02 04:00:00,101,1.06,5,72.0,Sunny,0
2026-05-02 04:00:00,102,0.67,43,73.9,Sunny,0
2026-05-02 04:00:00,103,0.13,28,77.7,Sunny,0
2026-05-02 04:00:00,104,0.42,9,74.0,Sunny,0
2026-05-02 04:00:00,105,0.73,26,71.6,Sunny,0
2026-05-02 05:00:00,101,0.13,33,78.7,Sunny,0
2026-05-02 05:00:00,102,1.65,47,60.0,Sunny,0
2026-05-02 05:00:00,103,0.58,60,74.4,Sunny,0
2026-05-02 05:00:00,104,0.54,34,71.6,Sunny,0
2026-05-02 05:00:00,105,0.6,5,72.6,Sunny,0
2026-05-02 06:00:00,101,2.41,80,51.2,Sunny,0
2026-05-02 06:00:00,102,1.91,110,46.9,Sunny,0
2026-05-02 06:00:00,103,1.85,114,49.5,Sunny,0
2026-05-02 06:00:00,104,0.73,65,60.9,Sunny,0
2026-05-02 06:00:00,105,0.59,30,57.1,Sunny,0
2026-05-02 07:00:00,101,4.04,239,25.9,Sunny,0
2026-05-02 07:00:00,102,4.6,268,25.5,Sunny,0
2026-05-02 07:00:00,103,3.86,237,29.7,Sunny,0
2026-05-02 07:00:00,104,2.92,131,34.8,Sunny,0
2026-05-02 07:00:00,105,2.12,201,36.3,Sunny,0
2026-05-02 08:00:00,101,7.12,398,17.1,Sunny,0
2026-05-02 08:00:00,102,7.83,456,14.2,Sunny,0
2026-05-02 08:00:00,103,5.05,332,14.3,Sunny,0
2026-05-02 08:00:00,104,4.5,261,13.4,Sunny,0
2026-05-02 08:00:00,105,4.36,251,8.2,Sunny,0
2026-05-02 09:00:00,101,10.0,571,5.2,Rainy,0
2026-05-02 09:00:00,102,9.56,579,8.8,Rainy,0
2026-05-02 09:00:00,103,6.88,441,10.4,Rainy,0
2026-05-02 09:00:00,104,6.31,300,8.5,Rainy,0
2026-05-02 09:00:00,105,5.67,356,9.0,Rainy,0
2026-05-02 10:00:00,101,8.97,450,6.1,Foggy,0
2026-05-02 10:00:00,102,8.63,463,6.5,Foggy,0
2026-05-02 10:00:00,103,6.15,393,6.3,Foggy,0
2026-05-02 10:00:00,104,4.84,306,11.7,Foggy,0
2026-05-02 10:00:00,105,4.63,290,11.9,Foggy,0
2026-05-02 11:00:00,101,6.67,336,18.1,Rainy,0
2026-05-02 11:00:00,102,6.2,354,11.7,Rainy,0
2026-05-02 11:00:00,103,4.52,295,23.3,Rainy,0
2026-05-02 11:00:00,104,3.58,177,24.1,Rainy,0
2026-05-02 11:00:00,105,3.21,213,24.2,Rainy,0
2026-05-02 12:00:00,101,3.98,237,32.2,Sunny,0
2026-05-02 12:00:00,102,4.28,238,28.2,Sunny,0
2026-05-02 12:00:00,103,3.15,234,32.3,Sunny,0
2026-05-02 12:00:00,104,2.45,148,33.1,Sunny,0
2026-05-02 12:00:00,105,1.75,120,39.1,Sunny,0
2026-05-02 13:00:00,101,4.4,277,30.5,Sunny,0
2026-05-02 13:00:00,102,4.32,244,32.6,Sunny,0
2026-05-02 13:00:00,103,2.91,167,35.8,Sunny,0
2026-05-02 13:00:00,104,1.92,206,38.0,Sunny,0
2026-05-02 13:00:00,105,2.6,126,34.6,Sunny,0
2026-05-02 14:00:00,101,4.2,246,32.3,Sunny,0
2026-05-02 14:00:00,102,4.19,285,37.4,Sunny,0
2026-05-02 14:00:00,103,3.16,198,34.6,Sunny,0
2026-05-02 14:00:00,104,3.18,144,31.5,Sunny,0
2026-05-02 14:00:00,105,1.95,144,36.6,Sunny,0
2026-05-02 15:00:00,101,5.17,304,25.9,Sunny,0
2026-05-02 15:00:00,102,4.08,261,34.5,Sunny,0
2026-05-02 15:00:00,103,3.3,178,33.0,Sunny,0
2026-05-02 15:00:00,104,2.21,161,35.0,Sunny,0
2026-05-02 15:00:00,105,2.25,175,34.7,Sunny,0
2026-05-02 16:00:00,101,3.79,262,30.9,Sunny,0
2026-05-02 16:00:00,102,4.57,267,29.7,Sunny,0
2026-05-02 16:00:00,103,3.25,176,33.5,Sunny,0
2026-05-02 16:00:00,104,2.81,121,34.7,Sunny,0
2026-05-02 16:00:00,105,2.87,158,37.8,Sunny,0
2026-05-02 17:00:00,101,6.84,370,13.1,Sunny,0
2026-05-02 17:00:00,102,7.22,450,15.3,Sunny,0
2026-05-02 17:00:00,103,5.52,331,13.4,Sunny,0
2026-05-02 17:00:00,104,3.49,236,18.8,Sunny,0
2026-05-02 17:00:00,105,4.24,254,14.2,Sunny,0
2026-05-02 18:00:00,101,6.97,428,11.2,Sunny,0
2026-05-02 18:00:00,102,6.87,423,14.5,Sunny,0
2026-05-02 18:00:00,103,5.22,282,12.3,Sunny,0
2026-05-02 18:00:00,104,4.06,238,16.2,Sunny,0
2026-05-02 18:00:00,105,4.19,234,16.0,Sunny,0
2026-05-02 19:00:00,101,9.88,611,11.1,Rainy,0
2026-05-02 19:00:00,102,9.43,576,7.8,Rainy,0
2026-05-02 19:00:00,103,7.32,481,9.3,Rainy,0
2026-05-02 19:00:00,104,5.25,342,10.8,Rainy,0
2026-05-02 19:00:00,105,5.69,372,10.7,Rainy,0
2026-05-02 20:00:00,101,4.25,211,30.2,Sunny,0
2026-05-02 20:00:00,102,4.89,257,23.5,Sunny,0
2026-05-02 20:00:00,103,3.08,219,35.2,Sunny,0
2026-05-02 20:00:00,104,2.12,132,36.0,Sunny,0
2026-05-02 20:00:00,105,2.19,95,38.7,Sunny,0
2026-05-02 21:00:00,101,4.87,222,32.2,Sunny,0
2026-05-02 21:00:00,102,4.33,290,30.5,Sunny,0
2026-05-02 21:00:00,103,3.33,204,31.1,Sunny,0
2026-05-02 21:00:00,104,2.93,118,33.3,Sunny,0
2026-05-02 21:00:00,105,2.67,133,37.1,Sunny,0
2026-05-02 22:00:00,101,2.63,129,42.2,Sunny,0
2026-05-02 22:00:00,102,2.13,129,46.1,Sunny,0
2026-05-02 22:00:00,103,1.85,94,47.7,Sunny,0
2026-05-02 22:00:00,104,1.5,65,54.2,Sunny,0
2026-05-02 22:00:00,105,0.78,62,52.7,Sunny,0
2026-05-02 23:00:00,101,0.0,24,80.9,Sunny,0
2026-05-02 23:00:00,102,0.83,19,70.3,Sunny,0
2026-05-02 23:00:00,103,0.17,10,77.6,Sunny,0
2026-05-02 23:00:00,104,0.24,30,76.4,Sunny,0
2026-05-02 23:00:00,105,0.54,33,71.9,Sunny,0
2026-05-03 00:00:00,101,0.99,11,70.4,Sunny,0
2026-05-03 00:00:00,102,0.47,5,74.0,Sunny,0
2026-05-03 00:00:00,103,0.0,8,74.1,Sunny,0
2026-05-03 00:00:00,104,0.72,37,69.5,Sunny,0
2026-05-03 00:00:00,105,0.58,34,75.1,Sunny,0
2026-05-03 01:00:00,101,0.81,39,69.3,Sunny,0
2026-05-03 01:00:00,102,0.76,9,69.5,Sunny,0
2026-05-03 01:00:00,103,0.56,24,75.9,Sunny,0
2026-05-03 01:00:00,104,0.52,27,75.0,Sunny,0
2026-05-03 01:00:00,105,1.48,5,64.2,Sunny,0
2026-05-03 02:00:00,101,1.46,16,57.3,Foggy,0
2026-05-03 02:00:00,102,0.97,77,55.3,Foggy,0
2026-05-03 02:00:00,103,1.14,62,54.4,Foggy,0
2026-05-03 02:00:00,104,0.8,5,59.2,Foggy,0
2026-05-03 02:00:00,105,0.39,5,63.1,Foggy,0
2026-05-03 03:00:00,101,0.79,57,72.7,Sunny,0
2026-05-03 03:00:00,102,1.64,23,64.5,Sunny,0
2026-05-03 03:00:00,103,0.47,5,68.3,Sunny,0
2026-05-03 03:00:00,104,0.32,5,76.2,Sunny,0
2026-05-03 03:00:00,105,0.0,5,76.5,Sunny,0
2026-05-03 04:00:00,101,0.94,29,52.7,Rainy,0
2026-05-03 04:00:00,102,0.79,41,57.6,Rainy,0
2026-05-03 04:00:00,103,0.92,17,48.1,Rainy,0
2026-05-03 04:00:00,104,0.5,5,53.2,Rainy,0
2026-05-03 04:00:00,105,0.61,5,51.8,Rainy,0
2026-05-03 05:00:00,101,1.45,19,45.6,Rainy,0
2026-05-03 05:00:00,102,0.47,5,54.8,Rainy,0
2026-05-03 05:00:00,103,0.69,41,55.2,Rainy,0
2026-05-03 05:00:00,104,0.94,5,50.3,Rainy,0
2026-05-03 05:00:00,105,0.33,5,54.5,Rainy,0
2026-05-03 06:00:00,101,1.75,48,49.1,Sunny,0
2026-05-03 06:00:00,102,1.96,142,49.0,Sunny,0
2026-05-03 06:00:00,103,1.76,73,54.3,Sunny,0
2026-05-03 06:00:00,104,1.63,87,47.6,Sunny,0
2026-05-03 06:00:00,105,1.25,77,55.0,Sunny,0
2026-05-03 07:00:00,101,6.37,365,16.8,Rainy,0
2026-05-03 07:00:00,102,5.44,347,26.6,Rainy,0
2026-05-03 07:00:00,103,4.39,224,23.4,Rainy,0
2026-05-03 07:00:00,104,3.78,236,23.9,Rainy,0
2026-05-03 07:00:00,105,3.78,250,20.9,Rainy,0
2026-05-03 08:00:00,101,6.69,388,12.1,Sunny,0
2026-05-03 08:00:00,102,7.65,429,13.2,Sunny,0
2026-05-03 08:00:00,103,4.58,294,10.3,Sunny,0
2026-05-03 08:00:00,104,4.45,273,17.0,Sunny,0
2026-05-03 08:00:00,105,3.58,271,15.6,Sunny,0
2026-05-03 09:00:00,101,6.59,391,11.8,Sunny,0
2026-05-03 09:00:00,102,7.09,411,8.9,Sunny,0
2026-05-03 09:00:00,103,5.79,308,11.8,Sunny,0
2026-05-03 09:00:00,104,4.42,204,11.0,Sunny,0
2026-05-03 09:00:00,105,4.49,281,13.9,Sunny,0
2026-05-03 10:00:00,101,7.05,387,12.5,Sunny,0
2026-05-03 10:00:00,102,6.88,413,13.6,Sunny,0
2026-05-03 10:00:00,103,4.86,302,10.1,Sunny,0
2026-05-03 10:00:00,104,3.84,231,16.4,Sunny,0
2026-05-03 10:00:00,105,4.07,256,11.7,Sunny,0
2026-05-03 11:00:00,101,3.77,273,26.8,Sunny,0
2026-05-03 11:00:00,102,4.44,230,34.1,Sunny,0
2026-05-03 11:00:00,103,3.38,189,36.0,Sunny,0
2026-05-03 11:00:00,104,2.03,124,34.2,Sunny,0
2026-05-03 11:00:00,105,2.11,147,38.3,Sunny,0
2026-05-03 12:00:00,101,4.75,214,29.0,Sunny,0
2026-05-03 12:00:00,102,3.92,254,37.3,Sunny,0
2026-05-03 12:00:00,103,3.39,217,37.8,Sunny,0
2026-05-03 12:00:00,104,2.91,135,31.2,Sunny,0
2026-05-03 12:00:00,105,2.44,132,32.1,Sunny,0
2026-05-03 13:00:00,101,4.46,266,34.5,Sunny,0
2026-05-03 13:00:00,102,4.22,267,29.0,Sunny,0
2026-05-03 13:00:00,103,3.63,191,29.3,Sunny,0
2026-05-03 13:00:00,104,2.45,156,36.5,Sunny,0
2026-05-03 13:00:00,105,2.88,110,32.4,Sunny,0
2026-05-03 14:00:00,101,6.37,345,19.2,Rainy,0
2026-05-03 14:00:00,102,5.15,431,19.7,Rainy,0
2026-05-03 14:00:00,103,5.06,264,21.5,Rainy,0
2026-05-03 14:00:00,104,4.04,233,21.7,Rainy,0
2026-05-03 14:00:00,105,3.39,229,29.4,Rainy,0
2026-05-03 15:00:00,101,4.44,308,29.5,Sunny,0
2026-05-03 15:00:00,102,4.75,287,28.4,Sunny,0
2026-05-03 15:00:00,103,2.98,223,32.8,Sunny,0
2026-05-03 15:00:00,104,2.1,129,35.8,Sunny,0
2026-05-03 15:00:00,105,2.8,159,36.5,Sunny,0
2026-05-03 16:00:00,101,4.54,245,31.7,Sunny,0
2026-05-03 16:00:00,102,4.84,274,30.3,Sunny,0
2026-05-03 16:00:00,103,2.97,200,32.1,Sunny,0
2026-05-03 16:00:00,104,2.45,105,31.8,Sunny,0
2026-05-03 16:00:00,105,2.38,132,36.4,Sunny,0
2026-05-03 17:00:00,101,7.02,416,14.0,Sunny,0
2026-05-03 17:00:00,102,6.89,410,16.2,Sunny,0
2026-05-03 17:00:00,103,5.31,307,14.3,Sunny,0
2026-05-03 17:00:00,104,3.91,216,13.2,Sunny,0
2026-05-03 17:00:00,105,3.67,255,14.5,Sunny,0
2026-05-03 18:00:00,101,7.01,433,11.8,Sunny,0
2026-05-03 18:00:00,102,7.33,377,11.9,Sunny,0
2026-05-03 18:00:00,103,5.34,312,9.9,Sunny,0
2026-05-03 18:00:00,104,4.46,212,15.9,Sunny,0
2026-05-03 18:00:00,105,3.98,259,21.1,Sunny,0
2026-05-03 19:00:00,101,9.38,566,8.2,Rainy,0
2026-05-03 19:00:00,102,9.46,601,9.8,Rainy,0
2026-05-03 19:00:00,103,7.65,442,12.0,Rainy,0
2026-05-03 19:00:00,104,5.11,329,8.4,Rainy,0
2026-05-03 19:00:00,105,5.93,281,9.5,Rainy,0
2026-05-03 20:00:00,101,4.5,236,28.4,Sunny,0
2026-05-03 20:00:00,102,4.37,283,27.7,Sunny,0
2026-05-03 20:00:00,103,2.93,223,33.6,Sunny,0
2026-05-03 20:00:00,104,2.15,164,35.7,Sunny,0
2026-05-03 20:00:00,105,2.87,129,34.1,Sunny,0
2026-05-03 21:00:00,101,5.62,306,24.8,Foggy,0
2026-05-03 21:00:00,102,5.22,361,27.6,Foggy,0
2026-05-03 21:00:00,103,3.4,247,25.4,Foggy,0
2026-05-03 21:00:00,104,3.03,177,25.7,Foggy,0
2026-05-03 21:00:00,105,3.37,180,26.8,Foggy,0
2026-05-03 22:00:00,101,1.9,107,51.5,Sunny,0
2026-05-03 22:00:00,102,2.03,33,49.9,Sunny,0
2026-05-03 22:00:00,103,0.98,72,52.1,Sunny,0
2026-05-03 22:00:00,104,0.6,89,57.3,Sunny,0
2026-05-03 22:00:00,105,1.01,70,54.6,Sunny,0
2026-05-03 23:00:00,101,1.57,13,66.2,Sunny,0
2026-05-03 23:00:00,102,1.12,60,66.7,Sunny,0
2026-05-03 23:00:00,103,0.38,47,76.6,Sunny,0
2026-05-03 23:00:00,104,0.84,5,74.6,Sunny,0
2026-05-03 23:00:00,105,0.1,16,76.7,Sunny,0
2026-05-04 00:00:00,101,0.77,5,52.7,Sunny,0
2026-05-04 00:00:00,102,1.17,5,51.7,Sunny,0
2026-05-04 00:00:00,103,0.75,5,59.1,Sunny,0
2026-05-04 00:00:00,104,0.0,16,62.5,Sunny,0
2026-05-04 00:00:00,105,0.85,16,61.6,Sunny,0
2026-05-04 01:00:00,101,1.65,71,35.2,Rainy,0
2026-05-04 01:00:00,102,1.62,83,36.5,Rainy,0
2026-05-04 01:00:00,103,1.25,58,36.7,Rainy,0
2026-05-04 01:00:00,104,0.02,31,47.0,Rainy,0
2026-05-04 01:00:00,105,0.34,41,44.5,Rainy,0
2026-05-04 02:00:00,101,0.21,8,59.9,Sunny,0
2026-05-04 02:00:00,102,1.05,13,53.3,Sunny,0
2026-05-04 02:00:00,103,1.51,21,50.8,Sunny,0
2026-05-04 02:00:00,104,0.61,31,58.2,Sunny,0
2026-05-04 02:00:00,105,0.55,5,56.8,Sunny,0
2026-05-04 03:00:00,101,0.88,40,53.8,Sunny,0
2026-05-04 03:00:00,102,1.28,67,54.7,Sunny,0
2026-05-04 03:00:00,103,0.69,5,61.5,Sunny,0
2026-05-04 03:00:00,104,0.16,39,62.9,Sunny,0
2026-05-04 03:00:00,105,0.54,11,54.0,Sunny,0
2026-05-04 04:00:00,101,1.25,47,51.3,Sunny,0
2026-05-04 04:00:00,102,1.06,32,56.7,Sunny,0
2026-05-04 04:00:00,103,0.84,5,55.2,Sunny,0
2026-05-04 04:00:00,104,0.72,39,55.8,Sunny,0
2026-05-04 04:00:00,105,1.51,5,51.2,Sunny,0
2026-05-04 05:00:00,101,1.09,26,51.9,Sunny,0
2026-05-04 05:00:00,102,1.3,41,53.9,Sunny,0
2026-05-04 05:00:00,103,0.97,13,51.7,Sunny,0
2026-05-04 05:00:00,104,0.34,21,60.3,Sunny,0
2026-05-04 05:00:00,105,0.65,31,56.4,Sunny,0
2026-05-04 06:00:00,101,3.21,174,35.5,Sunny,0
2026-05-04 06:00:00,102,2.7,135,39.5,Sunny,0
2026-05-04 06:00:00,103,2.96,149,37.1,Sunny,0
2026-05-04 06:00:00,104,1.32,89,46.8,Sunny,0
2026-05-04 06:00:00,105,2.05,84,41.4,Sunny,0
2026-05-04 07:00:00,101,6.21,382,18.4,Sunny,0
2026-05-04 07:00:00,102,6.91,417,19.7,Sunny,0
2026-05-04 07:00:00,103,4.69,299,22.4,Sunny,0
2026-05-04 07:00:00,104,3.46,233,24.3,Sunny,0
2026-05-04 07:00:00,105,3.15,191,22.9,Sunny,0
2026-05-04 08:00:00,101,10.0,899,6.2,Rainy,1
2026-05-04 08:00:00,102,10.0,925,5.0,Rainy,1
2026-05-04 08:00:00,103,10.0,632,9.4,Rainy,1
2026-05-04 08:00:00,104,8.07,486,5.2,Rainy,1
2026-05-04 08:00:00,105,7.96,504,7.2,Rainy,1
2026-05-04 09:00:00,101,10.0,601,13.3,Sunny,1
2026-05-04 09:00:00,102,10.0,705,6.3,Sunny,1
2026-05-04 09:00:00,103,8.54,499,8.3,Sunny,1
2026-05-04 09:00:00,104,6.68,349,9.3,Sunny,1
2026-05-04 09:00:00,105,4.73,370,8.5,Sunny,1
2026-05-04 10:00:00,101,10.0,614,7.4,Sunny,1
2026-05-04 10:00:00,102,10.0,640,10.1,Sunny,1
2026-05-04 10:00:00,103,8.67,470,7.8,Sunny,1
2026-05-04 10:00:00,104,6.5,385,12.2,Sunny,1
2026-05-04 10:00:00,105,5.74,370,11.2,Sunny,1
2026-05-04 11:00:00,101,7.14,385,15.6,Sunny,0
2026-05-04 11:00:00,102,7.0,336,18.2,Sunny,0
2026-05-04 11:00:00,103,4.63,274,21.9,Sunny,0
2026-05-04 11:00:00,104,4.27,245,23.8,Sunny,0
2026-05-04 11:00:00,105,4.23,198,21.5,Sunny,0
2026-05-04 12:00:00,101,7.07,414,18.8,Sunny,0
2026-05-04 12:00:00,102,6.27,436,16.7,Sunny,0
2026-05-04 12:00:00,103,4.8,305,27.9,Sunny,0
2026-05-04 12:00:00,104,3.93,237,23.7,Sunny,0
2026-05-04 12:00:00,105,4.01,227,21.0,Sunny,0
2026-05-04 13:00:00,101,7.04,424,22.0,Sunny,0
2026-05-04 13:00:00,102,6.73,376,14.6,Sunny,0
2026-05-04 13:00:00,103,5.1,327,25.4,Sunny,0
2026-05-04 13:00:00,104,4.11,223,27.5,Sunny,0
2026-05-04 13:00:00,105,4.15,214,26.4,Sunny,0
2026-05-04 14:00:00,101,6.51,413,17.4,Sunny,0
2026-05-04 14:00:00,102,6.23,426,23.4,Sunny,0
2026-05-04 14:00:00,103,5.29,302,16.6,Sunny,0
2026-05-04 14:00:00,104,3.75,236,24.2,Sunny,0
