timestamp,grid_zone_id,power_consumption_kwh,outage_duration_min,load_factor,peak_demand_kwh
2026-05-01 05:00:00,Palasia Grid (Sub),265.4,0,0.408,297.7
2026-05-01 05:00:00,Bhawarkua Grid (Edu),206.51,0,0.357,231.54
2026-05-01 06:00:00,Vijay Nagar Grid (Res),541.18,0,0.804,624.68
2026-05-01 06:00:00,Pithampur Hub (Ind),873.84,0,0.444,1013.67
2026-05-01 06:00:00,Rajwada Central (Comm),193.17,0,0.166,219.64
2026-05-01 06:00:00,Palasia Grid (Sub),496.75,0,0.74,571.18
2026-05-01 06:00:00,Bhawarkua Grid (Edu),187.28,0,0.291,216.59
2026-05-01 07:00:00,Vijay Nagar Grid (Res),479.95,0,0.72,552.47
2026-05-01 07:00:00,Pithampur Hub (Ind),761.1,0,0.373,865.29
2026-05-01 07:00:00,Rajwada Central (Comm),213.29,0,0.197,250.02
2026-05-01 07:00:00,Palasia Grid (Sub),435.48,0,0.645,489.17
2026-05-01 07:00:00,Bhawarkua Grid (Edu),145.68,0,0.203,165.85
2026-05-01 08:00:00,Vijay Nagar Grid (Res),521.71,0,0.779,638.51
2026-05-01 08:00:00,Pithampur Hub (Ind),1371.33,0,0.688,1611.77
2026-05-01 08:00:00,Rajwada Central (Comm),231.61,0,0.236,271.76
2026-05-01 08:00:00,Palasia Grid (Sub),521.72,0,0.77,621.84
2026-05-01 08:00:00,Bhawarkua Grid (Edu),184.98,0,0.307,213.54
2026-05-01 09:00:00,Vijay Nagar Grid (Res),549.26,0,0.813,632.56
2026-05-01 09:00:00,Pithampur Hub (Ind),1322.17,0,0.626,1503.47
2026-05-01 09:00:00,Rajwada Central (Comm),190.0,0,0.166,223.79
2026-05-01 09:00:00,Palasia Grid (Sub),518.71,0,0.766,609.38
2026-05-01 09:00:00,Bhawarkua Grid (Edu),472.43,0,0.735,545.16
2026-05-01 10:00:00,Vijay Nagar Grid (Res),258.47,0,0.393,303.65
2026-05-01 10:00:00,Pithampur Hub (Ind),1396.17,0,0.711,1638.01
2026-05-01 10:00:00,Rajwada Central (Comm),956.54,0,0.845,1113.07
2026-05-01 10:00:00,Palasia Grid (Sub),257.23,0,0.397,302.68
2026-05-01 10:00:00,Bhawarkua Grid (Edu),445.52,0,0.678,521.06
2026-05-01 11:00:00,Vijay Nagar Grid (Res),271.21,0,0.368,308.81
2026-05-01 11:00:00,Pithampur Hub (Ind),1366.05,0,0.686,1552.58
2026-05-01 11:00:00,Rajwada Central (Comm),979.7,0,0.873,1139.2
2026-05-01 11:00:00,Palasia Grid (Sub),240.85,0,0.33,271.75
2026-05-01 11:00:00,Bhawarkua Grid (Edu),449.26,0,0.706,511.88
2026-05-01 12:00:00,Vijay Nagar Grid (Res),261.32,0,0.39,303.76
2026-05-01 12:00:00,Pithampur Hub (Ind),1147.13,0,0.573,1297.48
2026-05-01 12:00:00,Rajwada Central (Comm),864.66,0,0.769,1021.76
2026-05-01 12:00:00,Palasia Grid (Sub),233.89,0,0.332,268.3
2026-05-01 12:00:00,Bhawarkua Grid (Edu),403.71,0,0.613,499.02
2026-05-01 13:00:00,Vijay Nagar Grid (Res),240.66,0,0.382,277.34
2026-05-01 13:00:00,Pithampur Hub (Ind),1350.05,0,0.66,1551.82
2026-05-01 13:00:00,Rajwada Central (Comm),939.07,0,0.827,1080.57
2026-05-01 13:00:00,Palasia Grid (Sub),231.52,0,0.323,260.13
2026-05-01 13:00:00,Bhawarkua Grid (Edu),436.33,0,0.658,495.86
2026-05-01 14:00:00,Vijay Nagar Grid (Res),225.05,0,0.31,264.12
2026-05-01 14:00:00,Pithampur Hub (Ind),1365.93,0,0.704,1562.34
2026-05-01 14:00:00,Rajwada Central (Comm),1008.84,0,0.907,1137.45
2026-05-01 14:00:00,Palasia Grid (Sub),266.61,0,0.364,304.42
2026-05-01 14:00:00,Bhawarkua Grid (Edu),446.52,0,0.684,517.91
2026-05-01 15:00:00,Vijay Nagar Grid (Res),235.17,0,0.347,267.6
2026-05-01 15:00:00,Pithampur Hub (Ind),1294.54,0,0.635,1454.31
2026-05-01 15:00:00,Rajwada Central (Comm),998.33,0,0.901,1168.14
2026-05-01 15:00:00,Palasia Grid (Sub),250.75,0,0.364,288.88
2026-05-01 15:00:00,Bhawarkua Grid (Edu),458.88,0,0.712,515.59
2026-05-01 16:00:00,Vijay Nagar Grid (Res),245.64,0,0.363,287.77
2026-05-01 16:00:00,Pithampur Hub (Ind),1334.14,0,0.67,1500.05
2026-05-01 16:00:00,Rajwada Central (Comm),958.43,0,0.88,1127.39
2026-05-01 16:00:00,Palasia Grid (Sub),251.07,0,0.367,287.75
2026-05-01 16:00:00,Bhawarkua Grid (Edu),475.37,0,0.749,546.61
2026-05-01 17:00:00,Vijay Nagar Grid (Res),273.83,0,0.418,319.15
2026-05-01 17:00:00,Pithampur Hub (Ind),1425.83,0,0.716,1607.25
2026-05-01 17:00:00,Rajwada Central (Comm),984.65,0,0.871,1113.05
2026-05-01 17:00:00,Palasia Grid (Sub),254.53,0,0.368,293.36
2026-05-01 17:00:00,Bhawarkua Grid (Edu),457.58,0,0.69,534.01
2026-05-01 18:00:00,Vijay Nagar Grid (Res),608.56,0,0.908,687.06
2026-05-01 18:00:00,Pithampur Hub (Ind),1356.22,0,0.712,1567.73
2026-05-01 18:00:00,Rajwada Central (Comm),983.5,0,0.912,1120.76
2026-05-01 18:00:00,Palasia Grid (Sub),634.57,0,0.941,775.27
2026-05-01 18:00:00,Bhawarkua Grid (Edu),465.67,0,0.708,535.0
2026-05-01 19:00:00,Vijay Nagar Grid (Res),632.19,0,0.902,712.08
2026-05-01 19:00:00,Pithampur Hub (Ind),1320.36,0,0.648,1555.38
2026-05-01 19:00:00,Rajwada Central (Comm),983.98,0,0.876,1111.46
2026-05-01 19:00:00,Palasia Grid (Sub),628.12,0,0.941,720.71
2026-05-01 19:00:00,Bhawarkua Grid (Edu),210.45,0,0.328,239.24
2026-05-01 20:00:00,Vijay Nagar Grid (Res),641.33,0,0.93,728.71
2026-05-01 20:00:00,Pithampur Hub (Ind),819.36,0,0.406,937.48
2026-05-01 20:00:00,Rajwada Central (Comm),1024.58,0,0.934,1186.74
2026-05-01 20:00:00,Palasia Grid (Sub),650.57,0,0.953,746.31
2026-05-01 20:00:00,Bhawarkua Grid (Edu),188.11,0,0.285,218.88
2026-05-01 21:00:00,Vijay Nagar Grid (Res),650.44,0,0.948,744.85
2026-05-01 21:00:00,Pithampur Hub (Ind),840.22,0,0.408,970.08
2026-05-01 21:00:00,Rajwada Central (Comm),1008.82,0,0.907,1193.9
2026-05-01 21:00:00,Palasia Grid (Sub),626.91,0,0.945,704.24
2026-05-01 21:00:00,Bhawarkua Grid (Edu),203.08,0,0.295,238.06
2026-05-01 22:00:00,Vijay Nagar Grid (Res),644.13,0,0.932,755.66
2026-05-01 22:00:00,Pithampur Hub (Ind),857.47,0,0.411,991.93
2026-05-01 22:00:00,Rajwada Central (Comm),967.5,0,0.867,1102.77
2026-05-01 22:00:00,Palasia Grid (Sub),638.77,0,0.957,731.58
2026-05-01 22:00:00,Bhawarkua Grid (Edu),176.82,0,0.267,204.16
2026-05-01 23:00:00,Vijay Nagar Grid (Res),626.18,0,0.894,724.9
2026-05-01 23:00:00,Pithampur Hub (Ind),902.03,0,0.427,1049.54
2026-05-01 23:00:00,Rajwada Central (Comm),209.58,0,0.177,245.42
2026-05-01 23:00:00,Palasia Grid (Sub),628.53,0,0.892,707.23
2026-05-01 23:00:00,Bhawarkua Grid (Edu),181.0,0,0.282,205.24
2026-05-02 00:00:00,Vijay Nagar Grid (Res),308.22,0,0.46,349.23
2026-05-02 00:00:00,Pithampur Hub (Ind),429.16,0,0.21,504.64
2026-05-02 00:00:00,Rajwada Central (Comm),166.12,0,0.161,188.37
2026-05-02 00:00:00,Palasia Grid (Sub),295.78,0,0.444,334.07
2026-05-02 00:00:00,Bhawarkua Grid (Edu),86.79,0,0.15,102.16
2026-05-02 01:00:00,Vijay Nagar Grid (Res),296.14,0,0.421,337.17
2026-05-02 01:00:00,Pithampur Hub (Ind),424.15,0,0.223,486.35
2026-05-02 01:00:00,Rajwada Central (Comm),161.43,0,0.165,181.11
2026-05-02 01:00:00,Palasia Grid (Sub),302.24,0,0.439,351.44
2026-05-02 01:00:00,Bhawarkua Grid (Edu),84.47,0,0.15,97.75
2026-05-02 02:00:00,Vijay Nagar Grid (Res),301.84,0,0.431,338.28
2026-05-02 02:00:00,Pithampur Hub (Ind),427.07,0,0.201,479.27
2026-05-02 02:00:00,Rajwada Central (Comm),157.09,0,0.15,179.37
2026-05-02 02:00:00,Palasia Grid (Sub),266.51,0,0.42,304.18
2026-05-02 02:00:00,Bhawarkua Grid (Edu),91.52,0,0.152,102.66
2026-05-02 03:00:00,Vijay Nagar Grid (Res),286.65,0,0.421,330.63
2026-05-02 03:00:00,Pithampur Hub (Ind),380.51,0,0.189,453.73
2026-05-02 03:00:00,Rajwada Central (Comm),134.98,0,0.15,160.25
2026-05-02 03:00:00,Palasia Grid (Sub),277.6,0,0.414,328.62
2026-05-02 03:00:00,Bhawarkua Grid (Edu),91.28,0,0.164,108.33
2026-05-02 04:00:00,Vijay Nagar Grid (Res),299.9,0,0.448,338.23
2026-05-02 04:00:00,Pithampur Hub (Ind),443.08,0,0.224,526.68
2026-05-02 04:00:00,Rajwada Central (Comm),163.59,0,0.15,187.12
2026-05-02 04:00:00,Palasia Grid (Sub),310.69,0,0.445,358.7
2026-05-02 04:00:00,Bhawarkua Grid (Edu),90.45,0,0.15,102.8
2026-05-02 05:00:00,Vijay Nagar Grid (Res),291.62,0,0.433,339.48
2026-05-02 05:00:00,Pithampur Hub (Ind),452.09,0,0.215,530.54
2026-05-02 05:00:00,Rajwada Central (Comm),178.61,0,0.177,206.9
2026-05-02 05:00:00,Palasia Grid (Sub),290.77,0,0.414,329.59
2026-05-02 05:00:00,Bhawarkua Grid (Edu),91.06,0,0.15,106.77
2026-05-02 06:00:00,Vijay Nagar Grid (Res),568.98,0,0.818,655.22
2026-05-02 06:00:00,Pithampur Hub (Ind),425.98,0,0.192,488.37
2026-05-02 06:00:00,Rajwada Central (Comm),157.17,0,0.15,176.15
2026-05-02 06:00:00,Palasia Grid (Sub),600.26,0,0.911,678.11
2026-05-02 06:00:00,Bhawarkua Grid (Edu),49.11,0,0.15,55.34
2026-05-02 07:00:00,Vijay Nagar Grid (Res),607.68,0,0.933,693.64
2026-05-02 07:00:00,Pithampur Hub (Ind),388.67,0,0.198,463.7
2026-05-02 07:00:00,Rajwada Central (Comm),173.45,0,0.152,201.09
2026-05-02 07:00:00,Palasia Grid (Sub),626.7,0,0.91,726.99
2026-05-02 07:00:00,Bhawarkua Grid (Edu),76.85,0,0.15,90.33
2026-05-02 08:00:00,Vijay Nagar Grid (Res),590.5,0,0.874,698.13
2026-05-02 08:00:00,Pithampur Hub (Ind),670.75,0,0.323,766.54
2026-05-02 08:00:00,Rajwada Central (Comm),147.41,0,0.15,166.2
2026-05-02 08:00:00,Palasia Grid (Sub),595.69,0,0.87,680.84
2026-05-02 08:00:00,Bhawarkua Grid (Edu),91.11,0,0.15,106.68
2026-05-02 09:00:00,Vijay Nagar Grid (Res),502.19,0,0.731,577.34
2026-05-02 09:00:00,Pithampur Hub (Ind),581.81,0,0.27,689.03
2026-05-02 09:00:00,Rajwada Central (Comm),157.88,0,0.15,180.33
2026-05-02 09:00:00,Palasia Grid (Sub),519.35,0,0.739,586.68
2026-05-02 09:00:00,Bhawarkua Grid (Edu),173.78,0,0.26,201.7
2026-05-02 10:00:00,Vijay Nagar Grid (Res),318.99,0,0.468,370.0
2026-05-02 10:00:00,Pithampur Hub (Ind),588.14,0,0.278,667.99
2026-05-02 10:00:00,Rajwada Central (Comm),799.83,0,0.724,900.15
2026-05-02 10:00:00,Palasia Grid (Sub),284.35,0,0.439,329.58
2026-05-02 10:00:00,Bhawarkua Grid (Edu),196.03,0,0.303,222.7
2026-05-02 11:00:00,Vijay Nagar Grid (Res),227.9,0,0.338,272.78
2026-05-02 11:00:00,Pithampur Hub (Ind),566.14,0,0.263,637.3
2026-05-02 11:00:00,Rajwada Central (Comm),679.6,0,0.601,768.36
2026-05-02 11:00:00,Palasia Grid (Sub),282.29,0,0.419,329.11
2026-05-02 11:00:00,Bhawarkua Grid (Edu),153.99,0,0.243,176.52
2026-05-02 12:00:00,Vijay Nagar Grid (Res),295.67,0,0.421,340.31
2026-05-02 12:00:00,Pithampur Hub (Ind),747.0,0,0.383,895.93
2026-05-02 12:00:00,Rajwada Central (Comm),763.84,0,0.707,894.87
2026-05-02 12:00:00,Palasia Grid (Sub),291.21,0,0.416,337.35
2026-05-02 12:00:00,Bhawarkua Grid (Edu),181.02,0,0.258,214.97
2026-05-02 13:00:00,Vijay Nagar Grid (Res),278.46,0,0.416,337.08
2026-05-02 13:00:00,Pithampur Hub (Ind),758.17,0,0.39,897.49
2026-05-02 13:00:00,Rajwada Central (Comm),787.93,0,0.709,887.37
2026-05-02 13:00:00,Palasia Grid (Sub),309.17,0,0.443,346.93
2026-05-02 13:00:00,Bhawarkua Grid (Edu),154.9,0,0.241,186.24
2026-05-02 14:00:00,Vijay Nagar Grid (Res),319.89,0,0.448,362.05
2026-05-02 14:00:00,Pithampur Hub (Ind),699.77,0,0.371,833.38
2026-05-02 14:00:00,Rajwada Central (Comm),816.24,0,0.738,950.62
2026-05-02 14:00:00,Palasia Grid (Sub),303.42,0,0.452,347.35
2026-05-02 14:00:00,Bhawarkua Grid (Edu),208.87,0,0.311,242.88
2026-05-02 15:00:00,Vijay Nagar Grid (Res),305.52,0,0.422,343.62
2026-05-02 15:00:00,Pithampur Hub (Ind),738.46,0,0.368,828.01
2026-05-02 15:00:00,Rajwada Central (Comm),758.16,0,0.664,875.33
2026-05-02 15:00:00,Palasia Grid (Sub),299.45,0,0.45,361.64
2026-05-02 15:00:00,Bhawarkua Grid (Edu),193.53,0,0.329,227.13
2026-05-02 16:00:00,Vijay Nagar Grid (Res),303.75,0,0.431,341.68
2026-05-02 16:00:00,Pithampur Hub (Ind),667.4,0,0.32,758.68
2026-05-02 16:00:00,Rajwada Central (Comm),834.56,0,0.741,949.03
2026-05-02 16:00:00,Palasia Grid (Sub),307.98,0,0.486,348.64
2026-05-02 16:00:00,Bhawarkua Grid (Edu),155.06,0,0.208,189.29
2026-05-02 17:00:00,Vijay Nagar Grid (Res),268.45,0,0.396,316.91
2026-05-02 17:00:00,Pithampur Hub (Ind),622.14,0,0.295,745.46
2026-05-02 17:00:00,Rajwada Central (Comm),811.69,0,0.741,922.96
2026-05-02 17:00:00,Palasia Grid (Sub),289.8,0,0.443,325.62
2026-05-02 17:00:00,Bhawarkua Grid (Edu),214.1,0,0.325,243.44
2026-05-02 18:00:00,Vijay Nagar Grid (Res),716.3,0,0.99,831.98
2026-05-02 18:00:00,Pithampur Hub (Ind),716.58,0,0.379,815.33
2026-05-02 18:00:00,Rajwada Central (Comm),812.13,0,0.744,923.0
2026-05-02 18:00:00,Palasia Grid (Sub),711.77,0,0.99,829.8
2026-05-02 18:00:00,Bhawarkua Grid (Edu),198.43,0,0.324,230.3
2026-05-02 19:00:00,Vijay Nagar Grid (Res),476.14,18,0.682,560.79
2026-05-02 19:00:00,Pithampur Hub (Ind),586.24,0,0.294,690.58
2026-05-02 19:00:00,Rajwada Central (Comm),717.52,0,0.647,828.73
2026-05-02 19:00:00,Palasia Grid (Sub),646.92,0,0.922,754.21
2026-05-02 19:00:00,Bhawarkua Grid (Edu),48.45,0,0.15,54.54
2026-05-02 20:00:00,Vijay Nagar Grid (Res),735.77,0,0.99,837.31
2026-05-02 20:00:00,Pithampur Hub (Ind),420.65,0,0.209,486.33
2026-05-02 20:00:00,Rajwada Central (Comm),799.33,0,0.735,910.73
2026-05-02 20:00:00,Palasia Grid (Sub),728.98,0,0.99,834.57
2026-05-02 20:00:00,Bhawarkua Grid (Edu),46.3,0,0.15,55.43
2026-05-02 21:00:00,Vijay Nagar Grid (Res),751.55,0,0.99,862.81
2026-05-02 21:00:00,Pithampur Hub (Ind),426.03,0,0.206,477.19
2026-05-02 21:00:00,Rajwada Central (Comm),766.63,0,0.675,860.6
2026-05-02 21:00:00,Palasia Grid (Sub),723.51,0,0.99,811.22
2026-05-02 21:00:00,Bhawarkua Grid (Edu),46.71,0,0.15,53.12
2026-05-02 22:00:00,Vijay Nagar Grid (Res),728.67,0,0.99,851.91
2026-05-02 22:00:00,Pithampur Hub (Ind),417.0,0,0.215,496.15
2026-05-02 22:00:00,Rajwada Central (Comm),777.69,0,0.705,908.11
2026-05-02 22:00:00,Palasia Grid (Sub),717.46,0,0.99,825.26
2026-05-02 22:00:00,Bhawarkua Grid (Edu),77.99,0,0.15,92.51
2026-05-02 23:00:00,Vijay Nagar Grid (Res),753.78,0,0.99,848.45
2026-05-02 23:00:00,Pithampur Hub (Ind),484.61,0,0.226,568.73
2026-05-02 23:00:00,Rajwada Central (Comm),129.36,0,0.15,147.45
2026-05-02 23:00:00,Palasia Grid (Sub),722.02,0,0.99,813.71
2026-05-02 23:00:00,Bhawarkua Grid (Edu),75.58,0,0.15,88.84
2026-05-03 00:00:00,Vijay Nagar Grid (Res),290.57,0,0.441,330.39
2026-05-03 00:00:00,Pithampur Hub (Ind),349.13,0,0.17,391.56
2026-05-03 00:00:00,Rajwada Central (Comm),117.39,0,0.15,134.97
2026-05-03 00:00:00,Palasia Grid (Sub),279.31,0,0.423,330.11
2026-05-03 00:00:00,Bhawarkua Grid (Edu),53.06,0,0.15,61.03
2026-05-03 01:00:00,Vijay Nagar Grid (Res),290.44,0,0.429,331.85
2026-05-03 01:00:00,Pithampur Hub (Ind),374.49,0,0.191,422.13
2026-05-03 01:00:00,Rajwada Central (Comm),157.12,0,0.15,181.02
2026-05-03 01:00:00,Palasia Grid (Sub),282.83,0,0.411,325.66
2026-05-03 01:00:00,Bhawarkua Grid (Edu),75.81,0,0.15,84.96
2026-05-03 02:00:00,Vijay Nagar Grid (Res),297.51,0,0.464,349.71
2026-05-03 02:00:00,Pithampur Hub (Ind),411.01,0,0.185,468.27
2026-05-03 02:00:00,Rajwada Central (Comm),134.76,0,0.15,158.87
2026-05-03 02:00:00,Palasia Grid (Sub),311.49,0,0.466,374.48
2026-05-03 02:00:00,Bhawarkua Grid (Edu),103.41,0,0.15,120.93
2026-05-03 03:00:00,Vijay Nagar Grid (Res),293.81,0,0.437,349.28
2026-05-03 03:00:00,Pithampur Hub (Ind),383.61,0,0.189,459.52
2026-05-03 03:00:00,Rajwada Central (Comm),179.09,0,0.194,204.68
2026-05-03 03:00:00,Palasia Grid (Sub),320.89,0,0.489,368.47
2026-05-03 03:00:00,Bhawarkua Grid (Edu),80.93,0,0.15,94.42
2026-05-03 04:00:00,Vijay Nagar Grid (Res),292.21,0,0.422,329.81
2026-05-03 04:00:00,Pithampur Hub (Ind),365.35,0,0.18,452.0
2026-05-03 04:00:00,Rajwada Central (Comm),124.63,0,0.15,140.4
2026-05-03 04:00:00,Palasia Grid (Sub),255.29,0,0.369,292.26
2026-05-03 04:00:00,Bhawarkua Grid (Edu),51.87,0,0.15,58.7
2026-05-03 05:00:00,Vijay Nagar Grid (Res),256.65,0,0.377,290.45
2026-05-03 05:00:00,Pithampur Hub (Ind),372.42,0,0.185,422.42
2026-05-03 05:00:00,Rajwada Central (Comm),122.9,0,0.15,142.73
2026-05-03 05:00:00,Palasia Grid (Sub),249.93,0,0.386,297.28
2026-05-03 05:00:00,Bhawarkua Grid (Edu),77.95,0,0.15,90.53
2026-05-03 06:00:00,Vijay Nagar Grid (Res),591.25,0,0.87,674.43
2026-05-03 06:00:00,Pithampur Hub (Ind),480.2,0,0.227,549.67
2026-05-03 06:00:00,Rajwada Central (Comm),169.3,0,0.15,201.24
2026-05-03 06:00:00,Palasia Grid (Sub),603.87,0,0.898,684.4
2026-05-03 06:00:00,Bhawarkua Grid (Edu),74.52,0,0.15,88.19
2026-05-03 07:00:00,Vijay Nagar Grid (Res),565.68,0,0.834,649.04
2026-05-03 07:00:00,Pithampur Hub (Ind),329.56,0,0.168,385.3
2026-05-03 07:00:00,Rajwada Central (Comm),109.06,0,0.15,124.36
2026-05-03 07:00:00,Palasia Grid (Sub),561.7,0,0.83,640.26
2026-05-03 07:00:00,Bhawarkua Grid (Edu),83.34,0,0.15,95.18
2026-05-03 08:00:00,Vijay Nagar Grid (Res),611.94,0,0.915,692.98
2026-05-03 08:00:00,Pithampur Hub (Ind),666.55,0,0.336,759.73
2026-05-03 08:00:00,Rajwada Central (Comm),107.56,0,0.15,125.54
2026-05-03 08:00:00,Palasia Grid (Sub),613.82,0,0.908,691.11
2026-05-03 08:00:00,Bhawarkua Grid (Edu),69.97,0,0.15,80.4
2026-05-03 09:00:00,Vijay Nagar Grid (Res),604.15,0,0.902,689.2
2026-05-03 09:00:00,Pithampur Hub (Ind),712.01,0,0.34,803.23
2026-05-03 09:00:00,Rajwada Central (Comm),141.39,0,0.15,169.86
2026-05-03 09:00:00,Palasia Grid (Sub),606.15,0,0.895,713.12
2026-05-03 09:00:00,Bhawarkua Grid (Edu),143.42,0,0.22,163.49
2026-05-03 10:00:00,Vijay Nagar Grid (Res),285.28,0,0.397,322.01
2026-05-03 10:00:00,Pithampur Hub (Ind),693.29,0,0.338,798.64
2026-05-03 10:00:00,Rajwada Central (Comm),781.86,0,0.725,891.41
2026-05-03 10:00:00,Palasia Grid (Sub),269.04,0,0.372,306.68
2026-05-03 10:00:00,Bhawarkua Grid (Edu),169.02,0,0.253,197.0
2026-05-03 11:00:00,Vijay Nagar Grid (Res),274.98,0,0.427,316.84
2026-05-03 11:00:00,Pithampur Hub (Ind),600.29,0,0.292,708.32
2026-05-03 11:00:00,Rajwada Central (Comm),761.48,0,0.68,869.13
2026-05-03 11:00:00,Palasia Grid (Sub),317.4,0,0.46,361.15
2026-05-03 11:00:00,Bhawarkua Grid (Edu),184.23,0,0.284,210.02
2026-05-03 12:00:00,Vijay Nagar Grid (Res),330.5,0,0.528,381.84
2026-05-03 12:00:00,Pithampur Hub (Ind),608.57,0,0.299,736.93
2026-05-03 12:00:00,Rajwada Central (Comm),781.26,0,0.737,893.72
2026-05-03 12:00:00,Palasia Grid (Sub),316.29,0,0.487,365.14
2026-05-03 12:00:00,Bhawarkua Grid (Edu),185.11,0,0.292,212.72
2026-05-03 13:00:00,Vijay Nagar Grid (Res),311.83,0,0.475,359.0
2026-05-03 13:00:00,Pithampur Hub (Ind),668.35,0,0.35,791.08
2026-05-03 13:00:00,Rajwada Central (Comm),785.85,0,0.703,912.7
2026-05-03 13:00:00,Palasia Grid (Sub),307.58,0,0.46,354.03
2026-05-03 13:00:00,Bhawarkua Grid (Edu),167.95,0,0.273,189.14
2026-05-03 14:00:00,Vijay Nagar Grid (Res),287.36,0,0.423,328.55
2026-05-03 14:00:00,Pithampur Hub (Ind),615.95,0,0.294,712.08
2026-05-03 14:00:00,Rajwada Central (Comm),722.97,0,0.641,819.45
2026-05-03 14:00:00,Palasia Grid (Sub),263.24,0,0.393,301.94
2026-05-03 14:00:00,Bhawarkua Grid (Edu),140.5,0,0.207,161.7
2026-05-03 15:00:00,Vijay Nagar Grid (Res),295.35,0,0.404,344.19
2026-05-03 15:00:00,Pithampur Hub (Ind),662.9,0,0.323,762.47
2026-05-03 15:00:00,Rajwada Central (Comm),793.46,0,0.726,889.17
2026-05-03 15:00:00,Palasia Grid (Sub),300.68,0,0.455,343.16
2026-05-03 15:00:00,Bhawarkua Grid (Edu),208.67,0,0.325,239.14
2026-05-03 16:00:00,Vijay Nagar Grid (Res),297.03,0,0.442,337.14
2026-05-03 16:00:00,Pithampur Hub (Ind),638.69,0,0.303,731.72
2026-05-03 16:00:00,Rajwada Central (Comm),791.81,0,0.739,886.98
2026-05-03 16:00:00,Palasia Grid (Sub),283.09,0,0.416,325.77
2026-05-03 16:00:00,Bhawarkua Grid (Edu),150.15,0,0.232,172.17
2026-05-03 17:00:00,Vijay Nagar Grid (Res),302.76,0,0.44,353.65
2026-05-03 17:00:00,Pithampur Hub (Ind),659.43,0,0.305,756.31
2026-05-03 17:00:00,Rajwada Central (Comm),781.59,0,0.73,936.45
2026-05-03 17:00:00,Palasia Grid (Sub),293.56,0,0.443,342.21
2026-05-03 17:00:00,Bhawarkua Grid (Edu),194.16,0,0.286,221.2
2026-05-03 18:00:00,Vijay Nagar Grid (Res),700.23,0,0.99,816.84
2026-05-03 18:00:00,Pithampur Hub (Ind),660.34,0,0.332,754.11
2026-05-03 18:00:00,Rajwada Central (Comm),771.76,0,0.662,905.77
2026-05-03 18:00:00,Palasia Grid (Sub),742.91,0,0.99,843.08
2026-05-03 18:00:00,Bhawarkua Grid (Edu),185.44,0,0.307,211.2
2026-05-03 19:00:00,Vijay Nagar Grid (Res),670.01,0,0.988,771.04
2026-05-03 19:00:00,Pithampur Hub (Ind),626.29,0,0.307,725.32
2026-05-03 19:00:00,Rajwada Central (Comm),684.86,0,0.603,796.08
2026-05-03 19:00:00,Palasia Grid (Sub),694.06,0,0.99,787.79
2026-05-03 19:00:00,Bhawarkua Grid (Edu),67.41,0,0.15,78.15
2026-05-03 20:00:00,Vijay Nagar Grid (Res),767.15,0,0.99,885.27
2026-05-03 20:00:00,Pithampur Hub (Ind),410.62,0,0.2,469.78
2026-05-03 20:00:00,Rajwada Central (Comm),762.49,0,0.66,861.05
